1 47.9799
2 47.9758
3 47.9712
4 47.9717
5 47.9656
6 47.9703
7 47.9652
8 47.9644
9 47.963
10 47.9596
20 47.9455
30 47.9395
40 47.9289
50 47.9187
60 47.9007
70 47.8993
80 47.8889
90 47.8727
100 47.867
110 47.8594
120 47.8423
130 47.8403
140 47.8267
150 47.8175
159 47.8081
160 47.805
