1 23.9898
2 47.9792
3 71.9618
4 95.9543
5 119.935
6 143.929
7 167.919
8 191.892
9 215.892
10 239.844
20 479.731
30 719.441
40 959.171
50 1199.13
60 1438.45
70 1678.18
80 1917.36
90 2155.82
100 2395.87
110 2629.24
120 2867.58
130 3113.93
140 3352.9
150 3583.23
159 3795.96
160 3712.23
