1 11.994
2 23.9897
3 35.9827
4 47.975
5 59.9707
6 71.9607
7 83.9531
8 95.9482
9 107.946
10 119.94
20 239.844
30 359.774
40 479.652
50 599.583
60 719.393
70 839.152
80 958.657
90 1078.65
100 1197.68
110 1314.63
120 1434.56
130 1556.55
140 1676.74
150 1791.17
159 1897.86
160 1905.17
