1 23.9865
2 23.987
3 23.9863
4 23.9859
5 23.9853
6 23.9825
7 23.9827
8 23.9812
9 23.9818
10 23.9804
20 23.9734
30 23.9673
40 23.9616
50 23.9594
60 23.955
70 23.9472
80 23.9439
90 23.9397
100 23.9305
110 23.9256
120 23.9246
130 23.9178
140 23.9149
150 23.9053
159 23.9042
160 23.9035
