1 47.9797
2 95.9528
3 143.93
4 191.898
5 239.884
6 287.855
7 335.8
8 383.803
9 431.739
10 479.739
20 959.397
30 1438.94
40 1918.43
50 2397.63
60 2877.14
70 3356.35
80 3833.89
90 4312.84
100 4788.47
110 5258.99
120 5738.27
130 6228.42
140 6706.67
150 7166.38
159 7608.2
160 7639.05
