1 11.994
2 11.994
3 11.9922
4 11.9932
5 11.9928
6 11.9913
7 11.9917
8 11.9906
9 11.9909
10 11.9909
20 11.9868
30 11.9856
40 11.9809
50 11.9798
60 11.9781
70 11.9734
80 11.9723
90 11.9699
100 11.9659
110 11.9645
120 11.9621
130 11.9582
140 11.9576
150 11.9531
159 11.9523
160 11.9522
